horizon,mse,rmse,mae,mape,mdape,smape,coverage
202 days,0.033119887526159394,0.18198870164424877,0.1489816186851471,1.1407815576109754,0.63096752383119,0.9560773720500481,0.65
203 days,0.032665602009486115,0.1807362775136362,0.14783167520408486,1.1324902436605973,0.5707503449111655,0.9185997447424503,0.6475
204 days,0.03381978613700008,0.18390156643432942,0.14867624332774965,1.108360113603488,0.5426605118859391,0.8622648013348693,0.645
205 days,0.03300211021073319,0.18166482931688563,0.145616361706349,1.0702067461593916,0.5117089514798479,0.8035786842191783,0.66125
206 days,0.032331282959069306,0.17980901801375065,0.14405281180602786,1.1115518754017668,0.4966304279669789,0.7823972304685138,0.6625
207 days,0.032162641729607214,0.1793394594884439,0.1437072244972378,1.0907332910933525,0.4773311623590425,0.7601452262495438,0.66375
208 days,0.0314257132411155,0.17727299072649363,0.14206721896980176,1.0767000164328515,0.4673131908449939,0.7511739324791898,0.66625
209 days,0.03084270907176266,0.17562092435630403,0.1399112908890008,1.0282323213882139,0.4326123991700168,0.7356831499170196,0.67625
210 days,0.03048417844584199,0.17459718911208733,0.13953455847718868,1.0077104235223233,0.4264363039396393,0.7276913947525613,0.67
211 days,0.031191687105610617,0.17661168451042705,0.14008932429196136,0.9725892794173806,0.42128588705380277,0.711113867241729,0.6675
212 days,0.03068944393874876,0.17518402877759365,0.13879557775247733,0.9468952175584282,0.4012953133078395,0.6990904458778031,0.67125
213 days,0.030936476571457525,0.17588768169333951,0.1392961283285626,0.9855918745556751,0.4226875466660323,0.7142390180237126,0.671875
214 days,0.03102761103890292,0.17614656124631817,0.13980758711028307,0.980795865079412,0.4302549931522149,0.7164715473803025,0.669375
215 days,0.03147750607870251,0.17741901273173208,0.14103966010934313,0.9738235738798338,0.4302549931522149,0.7176921557373991,0.66
216 days,0.03219001036109684,0.17941574724950105,0.14197207435942102,0.9996711474682436,0.45820388474716645,0.7259805513111638,0.655
217 days,0.03230940027751127,0.17974815792522403,0.14249155827793072,1.0090319004633317,0.4633848823109512,0.7298638198871009,0.6466666666666667
218 days,0.03146429517249076,0.17738177801705213,0.14062941700438847,0.9891291947413091,0.4633848823109512,0.7229897161033385,0.6533333333333333
219 days,0.030708821888567953,0.1752393274598141,0.13892377917963808,0.9744301037800832,0.45820388474716645,0.7180347830270347,0.655
220 days,0.02992690862974307,0.1729939554716958,0.13731931217563204,0.9624688931896458,0.45820388474716645,0.714372987865135,0.6625
221 days,0.02932389372333882,0.1712422077740731,0.1358637246290734,0.9885688972582625,0.45820388474716645,0.7180568660003911,0.6675
222 days,0.02904320138128536,0.17042066007760137,0.13574466634985394,1.0412310809143164,0.4710511470975216,0.7346988668742336,0.6741666666666667
223 days,0.03004034296392217,0.1733215017357113,0.13771149991684378,1.0700139555574488,0.4745902895010303,0.7642751698015385,0.6708333333333333
224 days,0.030385728622648676,0.17431502695593595,0.13874257274615695,1.0711568341820088,0.4878693779788433,0.7927309607068502,0.6725
225 days,0.029811382499596174,0.17265973039361604,0.13687274203583216,1.0651248255007635,0.481986781855375,0.7983570168299228,0.67875
226 days,0.029956567461805975,0.1730796564065401,0.13742221370168894,1.0695331503643488,0.4966304279669789,0.8258176971406228,0.6775
227 days,0.02949261124504124,0.1717341295288774,0.1366129562469572,1.0530754505671172,0.5207152403603836,0.8430251944872107,0.6825
228 days,0.029143322223355982,0.1707141535531134,0.13557133033612512,1.0541850629461242,0.5384639225795662,0.8626946060263407,0.6875
229 days,0.029418373763594984,0.17151785260897764,0.13662143233992852,1.0606628687688175,0.557349297008368,0.8890842475913249,0.685
230 days,0.029258124009686314,0.17105006287542346,0.13645197074293938,1.057682403873522,0.6059873066695516,0.9076600998034466,0.68875
231 days,0.028637077673256264,0.16922493218570442,0.1346329727330462,1.021395204338635,0.5816967299033831,0.8988476191117162,0.69625
232 days,0.027833079765639694,0.1668324901379815,0.13228478559747103,0.9793498538269422,0.5512519678732375,0.8723341987511983,0.69875
233 days,0.028202379183276772,0.16793564000317732,0.13341689024402595,0.9638829076888143,0.5384639225795662,0.8509372205369578,0.68375
234 days,0.02745443225191717,0.16569379062571166,0.13012715183489224,0.9390971363539335,0.481986781855375,0.7944809470053609,0.68375
235 days,0.028607670384772597,0.16913802170054076,0.1327258440708145,0.9160240738194783,0.4670166042356374,0.7460958931681485,0.67
236 days,0.027831903018285177,0.16682896336753153,0.1302770439903217,0.8773400942574585,0.43577265152697625,0.7053370408228546,0.6825
237 days,0.02660826289725108,0.16312039387290322,0.12675749446749898,0.8634955656996083,0.4226875466660323,0.6835306200313082,0.695625
238 days,0.026123899878102236,0.16162889555429819,0.1262078986353054,0.8969090772205658,0.4242542763556975,0.6894900718454602,0.69375
239 days,0.025311987318493913,0.15909741455628346,0.1251797615541269,0.9025917004608821,0.4151393063947303,0.692637471727675,0.696875
240 days,0.025658169344853585,0.16018167605832317,0.12626991597492862,0.8671391176677904,0.4151393063947303,0.6910664914060335,0.6925
241 days,0.02518236502789764,0.1586895240017363,0.12497856949603023,0.8618330890185975,0.399757964830014,0.6895025396729041,0.70375
242 days,0.025245740431781436,0.15888908216671602,0.12451121618030044,0.8475288593837906,0.3904556565476124,0.6812270320925329,0.710625
243 days,0.025619956087929247,0.16006235062602714,0.12557804598731903,0.843412740347149,0.3938405163123454,0.6884004694186362,0.7125
244 days,0.02575782492811315,0.16049244508111013,0.12570832928456638,0.8351384423419518,0.3904556565476124,0.6887900305619205,0.71375
245 days,0.02579629444768003,0.1606122487473481,0.1257610710066931,0.8357689181203544,0.3938405163123454,0.6898218565131294,0.71625
246 days,0.026061524063546348,0.16143582026163322,0.1266076706053026,0.8538145529019713,0.4087067915624898,0.6990514291649851,0.72
247 days,0.02492580502985282,0.15787908357300792,0.12483194575800446,0.8393828898404655,0.4151393063947303,0.6965582654705108,0.725
248 days,0.024074849192950096,0.15516072052214147,0.12295641807930008,0.8321115628957293,0.4151393063947303,0.6943753731910121,0.7314285714285714
249 days,0.02407127503135826,0.15514920248379707,0.12340055761876273,0.8456332361074561,0.4256456276115026,0.7015716965388279,0.7292857142857143
250 days,0.02387500973020949,0.15451540288983973,0.1230552025471796,0.8374456028672475,0.4289830679165564,0.6986609269459352,0.73375
251 days,0.023626231292778455,0.15370826683291453,0.1220334589301562,0.8271444123538448,0.4202448231722691,0.6923050501329598,0.73875
252 days,0.02361211588343024,0.15366234373922014,0.12231332147357288,0.9863947582212318,0.43577265152697625,0.7085479986409069,0.7325
253 days,0.02453659667987289,0.15664161860716613,0.12443026961998055,1.013732376310567,0.44422729286532814,0.7376063318453994,0.72625
254 days,0.02419937161020106,0.15556147212661964,0.1238875658495107,1.0177673662727924,0.45993394940641147,0.7579726844995082,0.72875
255 days,0.023552341246021583,0.15346772053438984,0.12158350466804312,1.0116670574252657,0.45993394940641147,0.7690726862509978,0.7375
256 days,0.023765381015137147,0.15416024460001726,0.12256739427546826,1.0237559490231931,0.47370480591782527,0.8021413305118363,0.735
257 days,0.023993907734608633,0.1548996698983204,0.12317188795005764,1.0317560743290235,0.5211601770816543,0.8293945481458735,0.73375
258 days,0.023848594804282405,0.15442990255867678,0.1221458092208399,1.0478100980720706,0.5211601770816543,0.8469710795948409,0.735
259 days,0.024274018527170885,0.1558012147807933,0.12399272896348627,1.0454978241279058,0.5790787966537896,0.8749394608980388,0.72375
260 days,0.024028897680008553,0.15501257265140964,0.12312583728665621,1.0180463280105407,0.5790787966537896,0.8815304346820589,0.72375
261 days,0.022399219556828602,0.1496636881706067,0.11900458849697947,1.0217755898939227,0.5447867975177495,0.8698326652042598,0.735
262 days,0.021434587533560055,0.14640555841073813,0.11678701025654661,1.0058274309103492,0.5211601770816543,0.8516543900870827,0.7375
263 days,0.021857411874820022,0.14784252390574243,0.11849911006549263,1.0025335974323983,0.5211601770816543,0.8475392714300588,0.73
264 days,0.021537192355943778,0.14675555306680485,0.11797822606422198,0.986243894611141,0.5018073206527008,0.8053751144621615,0.73375
265 days,0.02167481313896067,0.14722368402862587,0.11792796727452369,0.9408549775460016,0.45993394940641147,0.7501240379909468,0.73375
266 days,0.02137758871099592,0.14621076810890477,0.11665988698125,0.9209714646746341,0.44422729286532814,0.7080498058886647,0.72875
267 days,0.021140428213835924,0.1453974835196123,0.11602282487488617,0.926211218407457,0.44105740594338294,0.6939039231940535,0.7325
268 days,0.020589632137322234,0.14349087823733686,0.11460735196124318,0.9172785472174881,0.4087067915624898,0.6795181501447609,0.74375
269 days,0.02064790845630333,0.14369380103645157,0.1151752028347893,0.9407993021406004,0.4087067915624898,0.6891835063768856,0.745625
270 days,0.019879540397971372,0.1409948240112784,0.11350672600111507,0.9346109040381602,0.3976442885841265,0.6840525676998328,0.755
271 days,0.02009305312067763,0.1417499669159666,0.11447061151144063,0.9299158906208389,0.387353238983954,0.6847457095485384,0.74875
272 days,0.019845290763374136,0.1408733145892938,0.11353472533672124,0.933633883211831,0.37249221551824196,0.6802545773070472,0.750625
273 days,0.019424728118554366,0.13937262327499747,0.11165778300916479,0.8970464538979442,0.33870485066109624,0.6636237506011823,0.76125
274 days,0.019082939401353444,0.1381410127418843,0.11061419237023726,0.9116661428562856,0.35667430319059623,0.6667557664144149,0.76875
275 days,0.01891592525971154,0.1375351782625505,0.11000076775362272,0.9123110249826115,0.37609018739930355,0.6666943877426551,0.77125
276 days,0.018992069708757223,0.13781171832887515,0.11033709345335209,0.89984724989307,0.37609018739930355,0.6661203745268323,0.76625
277 days,0.019164991359622862,0.13843768041838486,0.11116842873090488,0.8852558600101804,0.38260250734889356,0.6678927590609314,0.76375
278 days,0.018894613892234565,0.13745768036830305,0.11032946688765774,0.8710858521736058,0.38260250734889356,0.6651515043202971,0.76625
279 days,0.018455280643867155,0.1358502140000786,0.10929218236358589,0.8730695827844225,0.38260250734889356,0.6659701581897336,0.76875
280 days,0.018104264234107117,0.13455208743868347,0.10831900847063812,0.869161756026114,0.3905186360874353,0.6641622501717067,0.7727272727272727
281 days,0.018134044574298087,0.13466270669453398,0.1083036843311768,0.9871446196514937,0.3905186360874353,0.6668354509665371,0.7731818181818181
282 days,0.017851576975516075,0.13360979371107523,0.1073849360247468,0.9810106700765263,0.3988745103456779,0.6634440746273677,0.7786363636363636
283 days,0.0179994432663057,0.13416200380996737,0.10838627688415738,1.1137603516315489,0.41037563018398504,0.6817775912377126,0.77375
284 days,0.018764965856579635,0.13698527605761004,0.11055175946050316,1.161511528771172,0.44546176176788554,0.7115646085579063,0.76375
285 days,0.018549362642199543,0.13619604488456905,0.11043302273056738,1.1655601846484216,0.4550522634429873,0.7330153002637246,0.76375
286 days,0.01805139084157088,0.13435546450208447,0.1087777106836463,1.1718589536462585,0.4585764532067428,0.7452004347332157,0.76875
287 days,0.018229961306192012,0.13501837395773958,0.10958169653606445,1.1893413199732703,0.4969660312731873,0.7779745959331364,0.765
288 days,0.01829751055242203,0.1352682910087284,0.10992449366526272,1.1954421654605776,0.5099440084110625,0.8062207919989243,0.76875
289 days,0.018171545329405073,0.13480187435419833,0.10938504637453444,1.200877597495506,0.5180341431068327,0.8260036455935135,0.77
290 days,0.018081639002517146,0.1344679850466911,0.10916265361553014,1.2103025228914719,0.5279213538766263,0.8455725713384545,0.77
291 days,0.017798887731561696,0.13341247217393767,0.10793724286995436,1.0936969787652497,0.5279213538766263,0.8466303674126137,0.78125
292 days,0.016551572651030782,0.12865291543929652,0.10432800282000171,1.039288940235043,0.5142273443442056,0.8283553932626375,0.795
293 days,0.015977768556868138,0.12640319836486788,0.10313375812020938,1.0287868388172914,0.5099440084110625,0.8162012785229424,0.79875
294 days,0.016484968293753077,0.12839380161734085,0.10491643609927913,1.010471680134557,0.5072184980584882,0.7837050861508777,0.78375
295 days,0.016240799873711347,0.12743939686655514,0.1038002263663773,0.9757548428326551,0.44105740594338294,0.7306731598497798,0.785
296 days,0.016376258175491893,0.12796975492471607,0.10459049470875151,0.9708655542727703,0.42466938122534437,0.6949329051415478,0.77875
297 days,0.015989176435041563,0.12644831527166173,0.10336789930776445,0.9223684051764249,0.4050636161277725,0.6605674127701816,0.7925
298 days,0.01562510580741026,0.12500042322892455,0.10109288577001531,0.9091459968545078,0.38781011017214917,0.6396353355502921,0.80375
299 days,0.015568584431140484,0.12477413366215165,0.10015696515528731,0.9279454887690218,0.38420004650183076,0.6433040758913167,0.80375
300 days,0.01512295465633129,0.12297542297683424,0.09894341823800054,0.9222215075620316,0.3648046391974574,0.6397969181271232,0.81375
301 days,0.015497120896817651,0.12448743268626616,0.10037919699380334,0.9100629046760157,0.38420004650183076,0.6406683429077872,0.81375
302 days,0.015202716466508795,0.12329929629364798,0.09929883208672666,0.9038308953346621,0.3533171637042569,0.6377261010065751,0.821875
303 days,0.01480927889920225,0.12169338067126843,0.09752878787332764,0.8853768580608263,0.3533171637042569,0.6266019277214283,0.82875
304 days,0.014577917454642408,0.12073904693446279,0.09657995416646324,0.9818263433822966,0.38781011017214917,0.6303693760721985,0.825
305 days,0.014841796660451191,0.12182691271000505,0.09695833644913426,0.982638604123256,0.3927556127341467,0.6320252349687161,0.8175
306 days,0.01488556657621693,0.12200642022540015,0.09733317117295755,0.9839638720195913,0.3927556127341467,0.6332035961281115,0.8175
307 days,0.014952623831659158,0.12228092178119675,0.09745156322836478,0.9955684999536287,0.3927556127341467,0.6354951025722172,0.8175
308 days,0.01473494360365708,0.12138757598558873,0.09611910836596817,0.9797169753195726,0.38781011017214917,0.6296576195347331,0.8225
309 days,0.01469111337004754,0.1212069031451903,0.09567425166291668,0.9766516920776713,0.3900616434749875,0.6293101850590026,0.825
310 days,0.014660142616685355,0.12107907588301686,0.09551646427446832,0.9797485108324993,0.3927556127341467,0.6312752629189025,0.825
311 days,0.015260363214213203,0.1235328426541428,0.09697919917570381,0.993144108471084,0.40224727724296205,0.638989384247381,0.82
312 days,0.015210899244627197,0.12333247441216444,0.09662003403890417,0.9881327030610175,0.40224727724296205,0.6363343584159867,0.82
313 days,0.015494278649921343,0.12447601636428338,0.09793696706210848,1.0956079177767264,0.40639937390662817,0.6570443905824309,0.81875
314 days,0.01649834698979907,0.12844589129201087,0.10053086300755615,1.1292991402715145,0.4294445992460023,0.6893715322723426,0.8125
315 days,0.016604625330563914,0.12885893578081387,0.10042750844931826,1.1370189747551007,0.43412700302793295,0.7084132113555117,0.81375
316 days,0.016538738674624874,0.12860302747068156,0.1002461924154415,1.1472841384750496,0.44960139338595684,0.7321027355244205,0.815
317 days,0.01664552071404595,0.12901752095760463,0.1009838051036935,1.1644610933104715,0.470124232490189,0.7676610006616075,0.815
318 days,0.016625399534226037,0.12893951890024266,0.10066611514343446,1.1717328912876945,0.5230639533260619,0.7852837483569037,0.815
319 days,0.016265649684472912,0.12753685618076413,0.09917466863951407,1.0754532135415678,0.5230639533260619,0.7856531649877732,0.81875
320 days,0.0160813519916298,0.1268122706666425,0.09850096024592993,1.0818833577071394,0.5230639533260619,0.8023154733981088,0.82
321 days,0.015662333968918963,0.12514924677727374,0.0967060090173522,0.9906433823140702,0.5195718211433918,0.7987867185104358,0.8275
322 days,0.014674029464384432,0.12113640850043571,0.09328838059342845,0.9271844105677199,0.5069914538813767,0.7749954682924054,0.84125
323 days,0.013990805417269261,0.11828273507688795,0.09138411000896239,0.9185003504725425,0.49201876665219807,0.7591020103811824,0.84875
324 days,0.014129232085816323,0.1188664464254582,0.09237411269683637,0.907349362422215,0.48109125405298864,0.7480954309946941,0.85
325 days,0.01446525069090799,0.12027157058468967,0.09264331010557658,0.8854731771397879,0.44960139338595684,0.7020159902694327,0.845
326 days,0.014639927421945885,0.12099556777810452,0.09358738161357812,0.859779769960283,0.4273477183152937,0.6591442402404384,0.84
327 days,0.014637554614820397,0.12098576203347398,0.09358689334049947,0.8443471985023576,0.408992541218653,0.6275870005144121,0.83375
328 days,0.014226478771701379,0.11927480359112472,0.09111166564424586,0.8180277720086836,0.4011583989474654,0.5961255625967018,0.8425
329 days,0.013656714190553747,0.1168619450058647,0.08955301687010424,0.8159344532071198,0.4011583989474654,0.5863308724538482,0.856875
330 days,0.013981201440796797,0.11824213056604146,0.09050723297852041,0.8443722382407528,0.4011583989474654,0.5962828754890447,0.854375
331 days,0.013302026074710887,0.11533440976010102,0.08729574255369466,0.8235555821127559,0.3927556127341467,0.5839509373931292,0.87
332 days,0.013668683496956671,0.11691314509907204,0.08925108847789837,0.8235552562150193,0.3975316282066444,0.5901056293484677,0.856875
333 days,0.013095919697223173,0.11443740514894234,0.08768883036413393,0.8107198436582306,0.3975316282066444,0.5822478982579107,0.85875
334 days,0.012716425369991681,0.11276712894275388,0.08634251001099791,0.791361525449092,0.3878803631472396,0.5710514298239572,0.865
335 days,0.013073180651433893,0.11433801052770637,0.08795512755442447,0.8676497518144756,0.3975316282066444,0.5922410967503489,0.8525
336 days,0.012983511876443993,0.11394521436393892,0.08731313903164477,0.8660122309082956,0.39373538960756116,0.59004009358764,0.8525
337 days,0.013110471476131792,0.11450096714059577,0.08809662694097145,0.8649625753029511,0.3878803631472396,0.5910004461231781,0.85
338 days,0.013401783235646362,0.11576607117651684,0.08924482381341843,0.871529359757052,0.39373538960756116,0.5945383511097218,0.84
339 days,0.013322489104776323,0.11542308739925615,0.08852077791698505,0.8676217580586156,0.39373538960756116,0.5918337421220788,0.84
340 days,0.013331267070107289,0.11546110630903936,0.0885825238939045,0.8700963168595799,0.3975316282066444,0.5933022510217358,0.84
341 days,0.01348933126048462,0.11614358036708107,0.0893906725809595,0.861173115301697,0.40122794122703564,0.5969414876582754,0.8418181818181819
342 days,0.013785136881031928,0.11741012256629293,0.0903832045828727,0.9548148382809564,0.3988045372211622,0.6026042833405437,0.8354545454545454
343 days,0.013762550258026928,0.11731389626990883,0.09051748831245245,0.9233598201245259,0.40006137349527937,0.6022373846987974,0.8390909090909091
344 days,0.014132197821365577,0.11887892084539453,0.0922548843097481,1.0187646470735168,0.4076534482468832,0.62573475096428,0.8325
345 days,0.01484205592679123,0.12182797678198234,0.09404285779055088,1.117437859049821,0.4371335929281455,0.6558861375327623,0.82875
346 days,0.01547767864072579,0.12440931894647518,0.09556785351481127,1.1178957713739242,0.47196018700801046,0.6755362195664858,0.82375
347 days,0.015512885908162966,0.12455073628109536,0.09608890118862913,1.126595992163403,0.4859096800141336,0.6950334521803696,0.825
348 days,0.015517130380874272,0.12456777424709117,0.09643936861292218,1.1410818586684721,0.5192654403273653,0.7254229544096193,0.825
349 days,0.01596841088038685,0.1263661777549153,0.09781464392112986,1.1540011327206228,0.5481040087477698,0.7570154956633505,0.815
350 days,0.015496823527962899,0.12448623830754506,0.09633742276198881,1.1492859949423977,0.5481040087477698,0.7620968716704849,0.81875
351 days,0.015524718309159524,0.12459822755223898,0.09642753110818657,1.1741153989481097,0.5485401746139065,0.7823924335886449,0.815
352 days,0.015157183239161374,0.1231145127073221,0.09477143232032616,1.120054142271947,0.5485401746139065,0.7844902856848432,0.81875
353 days,0.014043369272733712,0.1185047225756582,0.09121401598186146,1.087735572638155,0.5467146015651245,0.7643482541401144,0.83125
354 days,0.01366907895441785,0.11691483633148468,0.0905407399598174,1.1095078353682017,0.5467146015651245,0.7593521740252442,0.83875
355 days,0.013913542242139691,0.11795567914322604,0.09150545952223965,1.1012073763480301,0.5398399557824407,0.7441384079827771,0.835
356 days,0.013927787413060277,0.11801604726926028,0.09127036722391392,1.080424653008553,0.5005064110664472,0.6959824548481478,0.825
357 days,0.014486803101267615,0.12036113617471221,0.09340939831652212,1.04366091864486,0.4838090605632705,0.6725921516024781,0.82
358 days,0.01541164461100145,0.12414364506893395,0.09705185280615498,1.0590878182473171,0.4778227910485584,0.6661028017584624,0.805
359 days,0.015379996243927569,0.12401611283993531,0.09610479386534687,1.0303931746544175,0.40122794122703564,0.6414755011150048,0.8
360 days,0.014506443861248289,0.12044269949336193,0.0927033235433315,1.0143112961739207,0.3739362779985864,0.6206591970583729,0.80875
361 days,0.01483242421541475,0.12178844040143855,0.09276385617015763,1.059011912325767,0.3636358452660724,0.6264457503884525,0.804375
362 days,0.014726152423261179,0.1213513593795355,0.09190802631231756,1.0454518667076775,0.35518361535325316,0.6210837914226325,0.80375
363 days,0.01468179714598346,0.12116846597189988,0.09272343784981806,1.0452470430092673,0.3638795086420218,0.6243449269987306,0.804375
364 days,0.014761284718074204,0.12149602758145718,0.09308787528503448,1.0414984382742463,0.35518361535325316,0.6220807600396432,0.805
365 days,0.014182913007156682,0.11909203586788111,0.09094612414991969,1.0117195797882923,0.33248302121869755,0.6082864596393069,0.81625
